passenger_id,survived,p_class,title_name,full_name,gender,age,siblings,parents,embarked
181,0,3,Mr.,Meier Brockway,female,92.4193069355484,2,0,S
182,0,2,Mrs.,Nicoline Alaway,male,88.12001566483956,0,1,Q
183,0,2,Mr.,Ettie Dimock,male,80.68756316009413,2,0,C
184,0,3,Mrs.,Kary Olivie,male,35.356728642281745,2,1,C
185,0,3,Mrs.,Wilma Cowdroy,male,,0,1,C
187,0,2,Mrs.,Benedetto Yea,male,79.94988262818443,1,0,S
188,0,2,Mr.,Jock Nurcombe,male,54.87173823926561,2,0,Q
190,0,2,Miss.,Drusy Raisbeck,female,96.29654021994654,0,1,Q
191,0,3,Mrs.,Gussie Josefsson,male,85.7811225659286,3,1,S
192,1,2,Mrs.,Robina Phinnessy,male,32.050993268860424,2,1,S
193,1,3,Mrs.,Linnea Muncie,male,19.21639851991353,3,0,C
194,0,2,Mr.,Bary Climie,female,71.83295561500098,1,1,Q
195,1,3,Miss.,Mack Brunsdon,female,62.87371826811879,1,0,Q
196,0,3,Mr.,Caleb Lambot,female,65.50584217272437,0,1,S
197,0,2,Miss.,Gilles Scobbie,male,96.51217745906004,3,0,S
198,1,3,Miss.,Philly Gregon,female,27.39079227439621,0,1,Q
199,0,3,Mrs.,Nada Gaspard,female,89.88490712042638,2,0,C
200,1,3,Mr.,Eduard Yanele,female,29.58812715399321,2,0,S
201,1,2,Mrs.,Terence Backshell,female,35.11301966434298,0,0,C
202,1,1,Mr.,Evelina Caraher,female,40.43937236690882,1,0,C
203,1,1,Mrs.,Atlante Melwall,male,78.06240639400636,3,1,Q
204,1,3,Mrs.,Cris Adiscot,female,49.28385911085972,3,0,S
205,1,2,Mr.,Morly Brough,female,,1,0,S
206,1,3,Mr.,Celeste Sandbrook,female,53.38724339837353,0,0,Q
207,0,3,Mr.,Giff Biglin,female,98.1553726543642,0,1,Q
209,0,3,Miss.,Merla Gulberg,male,69.4210329881051,3,0,S
210,1,1,Mr.,Daryle Hinners,female,19.820130102680217,1,1,Q
211,1,1,Mrs.,Catlaina Lovick,female,,3,0,C
213,1,2,Miss.,Trina Rickman,female,20.85026061874812,2,1,Q
214,0,2,Mrs.,Koressa Dimitrie,male,19.01040848695856,0,1,C
215,1,2,Miss.,Georg Snel,female,46.38163574546558,1,0,Q
216,1,1,Miss.,Verile Quarrington,male,94.97745023685918,0,0,S
217,1,2,Mrs.,Cristobal Calcott,female,43.96434797466595,1,0,C
218,0,3,Mrs.,Fletcher Garside,male,50.18305832062264,1,1,Q
219,1,1,Mrs.,Huntington Rigglesford,female,21.44172880005994,3,1,C
220,1,2,Miss.,Alessandro Kenington,female,48.16484894706347,2,0,Q
221,1,1,Mr.,Gunar Gorling,female,35.07585863245939,0,0,C
223,1,2,Mr.,Yolane Eagar,female,54.76436010763408,2,1,C
225,0,2,Mrs.,Jacklin Amor,female,72.96068695481142,3,0,Q
226,1,3,Mr.,Dan Keepin,female,24.996326312257025,1,0,C
227,1,2,Miss.,Karl Measom,female,39.27470500175443,0,1,Q
229,0,2,Miss.,Darsie MacGaughie,male,46.93728588098588,0,1,S
231,1,3,Miss.,Husain Crankhorn,female,54.31586427321231,2,1,S
232,0,2,Mr.,Morissa Powe,female,85.48606414606012,2,1,S
234,0,2,Mrs.,Wynn Rogeron,male,69.46888456727744,3,1,S
235,1,3,Mrs.,Duky Stapells,female,8.533075856394486,3,1,C
236,1,3,Mr.,Stanley Oliff,female,22.4107937624604,3,0,S
237,1,1,Mrs.,Phaedra Jell,male,8.420400846089885,0,0,S
238,0,2,Miss.,Sonia Kubasek,male,72.38849636967451,3,1,C
239,0,3,Mrs.,Jasmin Schulze,male,,3,0,C
240,1,1,Mrs.,Bradney Towle,male,31.45045103218601,3,1,Q
241,0,3,Mr.,Tadeo Yitzhak,male,19.672517903771872,3,0,C
242,1,2,Mrs.,Halie Peasegod,female,37.692026082186096,0,0,S
243,1,2,Miss.,Gracie Probets,male,61.95018937514686,1,1,S
244,0,2,Miss.,Britt Fransman,male,,2,0,S
245,0,3,Mrs.,Garfield Ogdahl,female,81.24946780410741,1,1,S
246,1,2,Mr.,Bianca Le Merchant,female,52.43237495166941,2,1,Q
247,0,3,Mr.,Lesley Bubbins,male,79.56211315848672,1,1,C
248,1,3,Mrs.,Deonne Slinn,female,24.945351355163176,3,1,Q
249,0,3,Mr.,Warren Devaney,female,71.46825361183785,0,1,C
250,1,2,Miss.,Gustavo Marrow,female,48.917918543818935,3,0,C
251,1,3,Mrs.,Loni Greenlies,female,50.01191164308413,1,1,C
252,1,1,Mrs.,Brig McQuade,female,90.0154897063968,3,1,C
253,0,3,Mrs.,Myrwyn Gayforth,male,88.9587514832727,3,0,S
254,1,3,Mr.,Mamie Remington,female,32.87275508086323,2,0,C
256,0,3,Mr.,Cecelia Byfford,male,86.10320849064799,2,0,Q
258,0,2,Mr.,Whit Fortnum,female,82.37858888326743,1,0,C
259,1,1,Mr.,Mord Warricker,female,6.437448196663135,1,1,C
260,0,3,Mr.,Lorene Sherlock,male,31.0824443302134,0,0,S
262,1,2,Mr.,Inna Russel,male,21.54706445725545,2,0,Q
263,0,3,Mr.,Kaylyn Bog,male,73.115990873029,0,0,C
265,1,1,Mr.,Feodora Novotne,male,81.09371414898678,3,1,C
266,0,3,Mr.,Cam Smithies,male,62.14262087215973,3,1,C
268,0,2,Miss.,Merry Bettis,male,79.48814581284063,1,1,S
270,0,3,Miss.,Rem Restall,male,57.967150274384124,1,0,S
271,1,3,Mrs.,Grace Sivell,female,27.28897777418777,1,0,C
272,1,1,Mrs.,Brynn Dmitrienko,male,45.283301246965216,1,0,Q
273,1,2,Mrs.,Tomaso Cruden,female,58.97660562411563,3,1,Q
274,1,2,Mr.,Dalis Rabier,female,33.56806063825162,2,1,S
275,0,3,Mr.,Moyna Renshaw,female,83.98689842946095,2,0,Q
276,1,1,Miss.,Nathaniel Nardi,male,19.23063948329087,3,1,Q
277,0,3,Mrs.,Braden Goggey,male,26.110443709130465,3,1,Q
278,1,1,Mrs.,Lori Heaseman,male,78.64888696202532,2,1,S
279,0,3,Miss.,Bernita Gooden,male,61.588639593938446,2,1,Q
280,1,2,Mr.,Clay Hardacre,female,59.33710443997322,3,0,Q
281,0,3,Mrs.,Julienne Pinsent,male,60.85021198479174,2,1,S
282,1,3,Mr.,Elwin Birtonshaw,female,63.02650208038592,0,1,C
283,1,1,Mr.,Upton Chatelot,male,67.53597421170763,0,1,C
284,0,3,Miss.,Emmalyn Andreev,male,41.89234836366858,3,0,C
285,1,3,Mr.,Krishna Kermode,female,31.12034447659638,1,1,Q
286,0,3,Mr.,Marje Benoix,female,90.68341510732192,0,1,C
287,0,2,Mrs.,Jillana Adamsson,male,47.98647458141827,1,0,C
288,0,2,Mrs.,Ulrikaumeko Walburn,male,41.93661451638822,2,0,S
289,1,3,Mrs.,Nyssa Connaughton,female,59.90167593277085,3,0,Q
290,1,3,Miss.,Bibby Roobottom,female,36.48513158028045,1,1,S
291,0,2,Miss.,Katerina Straker,male,90.00902037225396,2,0,C
292,1,1,Miss.,Herta Whitewood,female,81.09855094024358,1,0,Q
293,0,2,Miss.,Robenia Pawellek,female,77.48550475168908,1,0,S
294,1,3,Mrs.,Julissa Hortop,female,27.38423516110018,2,1,S
295,0,2,Miss.,Frederik Colvill,male,55.06577687704498,0,0,C
296,1,3,Mrs.,Filberto Twycross,female,38.42095501129717,3,1,S
297,0,3,Miss.,Em D'Andrea,female,69.59547832507778,2,1,Q
299,0,2,Miss.,Vinson Batts,male,43.8769077609328,2,1,C
300,0,2,Mrs.,Hally McKall,male,97.00020474749,2,1,S
301,0,2,Mr.,Egan Reignould,female,94.57860412278052,1,1,C
302,0,3,Miss.,Guglielmo Stambridge,female,84.23684569025279,3,1,C
303,0,3,Mr.,Sosanna Carneck,female,83.58519028677247,1,0,C
304,0,2,Mr.,Ardith D'Ambrogi,male,91.65066041444116,3,1,Q
305,0,2,Mrs.,Casey Tanfield,male,87.3302073581424,2,1,S
306,0,2,Mrs.,Chrysa MacGillavery,male,70.33940621789483,3,0,Q
307,0,3,Mr.,Martino Rolfe,male,52.37323386510635,3,0,S
308,0,3,Mrs.,Howie Fearney,male,68.49945829852746,0,0,Q
309,1,3,Mr.,Evanne Baxter,male,60.72535709383353,1,1,S
310,0,2,Mrs.,Clarita Janko,male,24.24587269072565,2,1,Q
311,1,2,Mr.,Dag Reddings,female,41.02745068593958,2,0,C
312,1,2,Miss.,Melisse Fingleton,female,30.44548422890524,0,0,S
313,1,2,Mrs.,Innis Wilber,male,20.079187837984364,3,1,C
314,0,3,Mrs.,Dev Milburn,male,33.25109587832906,0,1,S
315,1,3,Mrs.,Dave Gier,female,61.504854738283946,3,0,Q
316,0,3,Mrs.,Maxim Lepoidevin,male,86.08896302583918,1,1,Q
317,0,3,Miss.,Francois Lewin,female,66.12875692664497,3,1,Q
318,0,3,Mrs.,Babette Maitland,female,66.78206422676466,3,0,S
319,0,2,Miss.,Dre Allender,female,,0,1,C
320,1,3,Mr.,Otis Lefwich,male,6.544447757737329,0,1,Q
321,1,1,Mrs.,Vin Tures,female,,0,0,Q
322,0,2,Miss.,Aurea Breckon,female,73.08916362202014,0,1,C
323,1,3,Mr.,Lynnell Sand,male,29.72812967536765,2,1,S
324,1,2,Mr.,Kay Jore,female,7.855660122770454,0,0,C
325,0,3,Mr.,Jordon Budgeon,male,74.11138222326997,0,1,S
326,1,2,Mrs.,Anatola Cullen,female,27.426842181420955,3,0,S
327,0,2,Miss.,Caresse Prichard,female,86.28580931983238,3,1,Q
328,0,3,Mr.,Calli Larret,male,81.08486780633014,3,1,C
329,1,2,Miss.,Josephine Pedroni,male,53.532731607783646,2,0,Q
330,0,3,Mr.,Francoise Beekman,male,54.54189234864061,1,1,C
332,1,1,Mr.,Ban Stovin,female,32.18159219853287,1,1,Q
333,1,3,Mr.,Mordecai Minichi,female,38.32533492194504,0,1,S
334,0,2,Mrs.,Webb Ackenson,male,63.754768500500695,2,0,S
336,0,2,Miss.,Jania Tivnan,male,61.42041772225666,1,1,S
337,1,3,Mr.,Katrine Childes,female,60.10700957991056,2,0,C
338,1,1,Mrs.,Dolly Storrah,male,65.87274248941918,3,1,S
339,1,3,Mrs.,Ruy Towell,female,54.28442097554853,2,0,S
340,1,3,Miss.,Frederique Gashion,female,64.53560289692533,2,0,Q
341,0,2,Mr.,Vilhelmina Godbolt,female,88.47458572032518,1,1,S
342,0,2,Mr.,Bellina Waddilove,female,80.94302913897283,1,0,C
343,0,3,Mrs.,Jessalyn Rawcliffe,female,92.5526335631559,1,0,Q
344,1,3,Mrs.,Ronnica Habbershon,female,50.495631765583965,3,0,S
345,1,2,Mr.,Danika Gillooly,female,49.94820850518198,3,1,C
346,1,1,Miss.,Kaela Pettifer,male,42.66492433799962,1,0,Q
347,1,1,Mr.,Nicholas Syrad,female,76.01119523645431,3,0,C
348,0,2,Miss.,Elysee Choudhury,male,33.76976014083295,1,0,S
349,1,3,Miss.,Noelle Westcott,male,,3,0,S
350,0,3,Miss.,Con Howells,male,43.12139604307325,2,1,C
351,1,3,Mrs.,Lowell Sumpner,female,43.65703794357631,0,0,C
352,1,1,Mrs.,Ameline Jesson,male,,1,0,Q
353,0,3,Mr.,Federico Hissie,female,72.41154043941252,0,0,C
354,1,2,Miss.,Ricard Gilhespy,male,,2,1,Q
355,1,1,Mrs.,Lars Roll,male,78.74333715379942,2,0,S
356,1,1,Miss.,Ailbert Beadel,female,84.16637549216725,1,1,C
357,1,1,Miss.,Ragnar Reiling,female,36.24980955842,3,1,S
358,0,3,Mr.,Janessa Dudleston,male,66.08401337443796,0,0,C
359,1,3,Mr.,Gavin MacGinley,female,51.5452184659052,0,0,Q
360,0,2,Miss.,Zabrina Godlip,male,41.59906612579008,2,1,Q
361,0,2,Mr.,Lissie Cartmail,male,54.75075566114078,0,0,C
362,1,3,Mrs.,Tabb Hirsthouse,female,62.96966197441673,3,1,C
363,1,3,Mr.,Virgie Tourmell,female,32.78050774360672,0,0,C
364,1,1,Mrs.,Mireielle Fitzsymon,female,10.631279334584349,0,0,C
365,1,2,Miss.,Lazarus Gosson,male,58.835238682775376,0,1,C
366,1,2,Mrs.,Irwinn Leale,female,62.70627908091,1,1,C
369,0,2,Miss.,Auria Purveys,female,90.07027956709189,2,0,S
370,1,2,Mrs.,Isacco Yarr,male,64.4206373279008,2,1,S
371,0,2,Mr.,Giralda Madoc-Jones,male,48.2936700325809,1,1,C
372,1,3,Mrs.,Alissa Verecker,male,28.96139010788667,1,0,S
374,0,2,Mrs.,Francyne Guiver,male,78.37521679685811,1,1,S
376,1,1,Mr.,Langston Tame,male,,3,0,S
377,1,2,Miss.,Arlyn Jaquest,female,20.87573930064052,3,1,Q
379,0,2,Miss.,Avivah Akett,male,19.52605200202059,2,1,S
380,1,2,Mr.,Mike Sandeman,male,29.250390846877693,1,1,S
381,0,3,Miss.,Merridie Mordey,male,88.87550221511032,0,1,C
382,0,3,Miss.,Roby Fattori,female,67.38103570448338,2,1,C
383,0,2,Mr.,Esdras Leet,male,36.50536013094067,2,1,C
384,1,1,Miss.,Krystle Readshaw,male,34.084766275750354,1,1,C
385,1,2,Mr.,Diena Wycliff,male,,1,1,S
386,0,2,Miss.,Fleurette Docwra,male,67.1264572900104,2,0,C
387,0,2,Mr.,Silvie Persicke,female,93.8929662331932,2,1,C
388,1,3,Miss.,Wanda Yendle,female,31.79169362326786,3,0,Q
389,1,1,Mrs.,Theodora Cordery,male,65.74316121944194,0,1,Q
390,0,2,Mrs.,Bald Schimann,male,23.945312057444028,2,0,C
391,0,3,Miss.,Dulcinea Fearenside,male,45.54868156540878,2,1,S
392,0,2,Mr.,Ula Lockyear,male,18.69018258487848,3,0,Q
396,1,1,Mr.,Minny Signoret,female,30.23262655580153,1,1,C
397,1,3,Miss.,Bernadette Ever,female,20.737087348118138,0,1,Q
398,1,1,Mrs.,Claudie Georgeau,male,62.48491133932937,1,0,C
399,1,3,Mrs.,Lou Febre,female,52.45779359388864,2,0,S
400,1,3,Mr.,Lionello Euels,female,50.87886052465373,0,1,C
401,1,3,Mrs.,Keefe Conklin,male,29.23767909204559,3,1,S
402,0,3,Mrs.,Jacques Prestner,male,43.27892829405972,1,0,S
403,1,1,Miss.,Mable Chittleburgh,female,86.99913134632664,0,1,C
405,1,1,Miss.,Dev Slaney,female,73.12452701099687,1,0,S
406,1,2,Mr.,Guinna Broodes,female,10.536507148268932,0,1,Q
407,0,3,Mr.,Rickert O'Sharry,male,85.05481321790901,3,1,S
408,1,2,Mr.,Pietrek Bosnell,female,30.017224109539274,3,0,S
409,0,2,Miss.,Ferd Pipworth,female,98.4669244910644,1,0,Q
410,1,2,Mr.,Silvia Derdes,female,4.004160140150501,2,1,C
412,1,2,Mrs.,Shaine Ringer,female,32.37608926673629,1,0,C
413,1,2,Miss.,Baillie Santer,female,18.65862858696087,3,1,C
414,1,1,Miss.,Bowie Meardon,female,87.12105617207166,2,1,Q
415,0,3,Mrs.,Kiersten Hansley,male,61.5798519138008,3,0,Q
416,1,1,Mr.,Sela Rayner,male,38.05702581526702,3,0,Q
417,0,2,Miss.,Clemmie Borman,female,69.27317444197188,0,0,S
419,1,1,Mrs.,Douglas Callington,male,49.18230911186099,2,0,C
420,0,3,Mr.,Twila Ebbitt,male,,0,0,C
421,0,2,Miss.,Gerrard Bowling,male,54.3268932176647,0,0,C
422,0,3,Mrs.,Allistir Gorelli,male,84.66583593860685,0,1,C
423,1,1,Mr.,Gauthier Renard,female,50.07724188369302,1,0,S
424,0,3,Miss.,Sue Petrelluzzi,female,83.74838671919369,0,0,S
425,1,3,Mrs.,Brandyn Paydon,male,31.49712226071252,1,0,Q
426,1,2,Mrs.,Binny Haking,female,25.951117338702137,1,0,C
427,0,2,Mrs.,Inga Flarity,female,83.55451052270385,1,1,S
428,1,2,Miss.,Aviva Shayler,female,23.538605941438192,1,0,S
430,0,2,Mr.,Luise Bosward,female,76.34257537309257,2,0,C
431,1,2,Mrs.,Nikki Dunston,female,42.11830917704714,0,0,Q
433,0,2,Mr.,Thoma Marcombe,female,71.64848477806866,1,1,S
435,0,2,Miss.,Noam Strangman,male,83.6531268941035,3,0,S
436,1,2,Miss.,Helaina Squeers,female,34.61927089145273,0,0,C
437,0,2,Mrs.,Alic Simanek,female,93.78867749942157,0,0,Q
438,0,3,Mr.,Walther Linnane,female,79.2218463958631,3,0,Q
439,1,2,Miss.,Britta McCaughen,female,35.7577839834408,1,0,C
440,0,2,Mrs.,Lavina Dimmne,female,,1,0,C
441,0,2,Miss.,Hubie Agnew,female,88.59765033694484,1,1,Q
443,0,2,Mrs.,Bink Hayes,male,69.20397165495585,3,0,Q
444,0,2,Miss.,Tandi Endrighi,male,82.44854477589774,0,0,Q
445,1,1,Miss.,Ericka Springall,male,63.1671860575482,0,0,S
